,Title,Year,Genre,Awards,Metascore,BoxOffice
2874,Grace Unplugged,2013,"Drama, Music",1 win.,39,"$2,507,106"
2821,The Wolverine,2013,"Action, Adventure, Sci-Fi",2 wins & 11 nominations.,61,"$132,550,960"
2822,The To Do List,2013,"Comedy, Romance",N/A,61,"$3,400,000"
2823,Blue Jasmine,2013,Drama,Won 1 Oscar. Another 54 wins & 75 nominations.,78,N/A
2824,Fruitvale Station,2013,"Biography, Drama, Romance",39 wins & 53 nominations.,85,"$11,010,136"
2827,Don Jon,2013,"Comedy, Drama, Romance",2 wins & 27 nominations.,66,N/A
2828,The Canyons,2013,"Drama, Thriller",5 wins & 2 nominations.,36,"$31,317"
2829,The Smurfs 2,2013,"Animation, Adventure, Comedy, Family, Fantasy",8 nominations.,34,"$71,017,784"
2830,Snowpiercer,2013,"Action, Drama, Sci-Fi",33 wins & 103 nominations.,84,"$2,786,828"
2831,The Spectacular Now,2013,"Comedy, Drama, Romance",10 wins & 31 nominations.,82,N/A
2847,Of Horses and Men,2013,"Comedy, Drama, Romance",22 wins & 15 nominations.,74,N/A
2832,2 Guns,2013,"Action, Comedy, Crime, Thriller",3 wins.,55,"$73,500,000"
2834,We're the Millers,2013,"Comedy, Crime",4 wins & 15 nominations.,44,"$144,900,000"
2835,Percy Jackson: Sea of Monsters,2013,"Adventure, Family, Fantasy, Thriller",3 wins & 5 nominations.,39,"$68,558,662"
2836,Heli,2013,"Crime, Drama, Romance, Thriller",14 wins & 25 nominations.,59,N/A
2837,The Amazing Catfish,2013,"Comedy, Drama",9 wins & 12 nominations.,69,N/A
2838,The Last Days on Mars,2013,"Adventure, Horror, Sci-Fi, Thriller",4 nominations.,46,N/A
2840,About Time,2013,"Comedy, Drama, Fantasy, Romance, Sci-Fi",3 wins & 10 nominations.,55,"$18,472,384"
2841,The Mortal Instruments: City of Bones,2013,"Action, Fantasy, Horror, Mystery, Romance",6 wins & 11 nominations.,33,"$31,165,421"
2842,Blood Ties,2013,"Crime, Drama, Thriller",N/A,45,"$28,785"
2843,Drinking Buddies,2013,"Comedy, Drama, Romance",1 win & 3 nominations.,71,"$200,000"
2844,Banshee Chapter,2013,"Horror, Sci-Fi, Thriller",1 win.,62,N/A
2845,One Direction: This Is Us,2013,"Documentary, Music",1 nomination.,49,"$28,873,374"
2833,Elysium,2013,"Action, Drama, Sci-Fi",1 win & 10 nominations.,61,"$90,800,000"
2875,The Dirties,2013,"Comedy, Crime, Drama, Thriller",9 wins & 11 nominations.,65,N/A
2933,Against the Wild,2013,"Adventure, Family",2 wins & 2 nominations.,N/A,N/A
2877,Inside Llewyn Davis,2013,"Drama, Music",Nominated for 2 Oscars. Another 47 wins & 169 nominations.,93,"$9,666,762"
2915,47 Ronin,2013,"Action, Adventure, Drama, Fantasy",5 nominations.,28,"$20,518,224"
2916,Out of the Furnace,2013,"Crime, Drama, Thriller",2 wins & 9 nominations.,63,"$8,314,341"
2917,The Hobbit: The Desolation of Smaug,2013,"Adventure, Fantasy",Nominated for 3 Oscars. Another 16 wins & 86 nominations.,66,"$180,443,783"
2919,American Hustle,2013,"Crime, Drama",Nominated for 10 Oscars. Another 70 wins & 208 nominations.,90,"$99,165,609"
2920,A Madea Christmas,2013,"Comedy, Drama, Romance",1 win & 6 nominations.,28,"$52,528,330"
2921,Her,2013,"Drama, Romance, Sci-Fi",Won 1 Oscar. Another 82 wins & 181 nominations.,90,"$17,901,029"
2922,The Secret Life of Walter Mitty,2013,"Adventure, Comedy, Drama, Fantasy, Romance",5 wins & 18 nominations.,54,"$33,223,430"
2923,Anchorman 2: The Legend Continues,2013,Comedy,1 win & 23 nominations.,61,"$76,820,043"
2925,Thunder and the House of Magic,2013,"Animation, Adventure, Comedy, Family, Fantasy",1 nomination.,47,"$1,606,608"
2926,Lone Survivor,2013,"Action, Biography, Drama, War",Nominated for 2 Oscars. Another 5 wins & 14 nominations.,60,"$97,665,254"
2927,Grudge Match,2013,"Comedy, Drama, Sport",1 win & 1 nomination.,35,"$14,885,004"
2914,Mandela: Long Walk to Freedom,2013,"Biography, Drama, History",Nominated for 1 Oscar. Another 12 wins & 29 nominations.,60,"$4,733,032"
2928,The Wolf of Wall Street,2013,"Biography, Comedy, Crime, Drama",Nominated for 5 Oscars. Another 38 wins & 165 nominations.,75,"$91,330,760"
2930,August: Osage County,2013,Drama,Nominated for 2 Oscars. Another 15 wins & 62 nominations.,58,"$29,202,643"
2932,Labor Day,2013,"Drama, Romance",Nominated for 1 Golden Globe. Another 5 nominations.,52,"$13,362,308"
2819,Underdogs,2013,"Animation, Adventure, Family, Sport",8 wins & 5 nominations.,38,"$162,470"
2934,1982,2013,Drama,4 wins & 4 nominations.,N/A,N/A
1259,The Host,2013,"Action, Adventure, Drama, Romance, Sci-Fi, Thriller",1 win & 2 nominations.,35,"$26,609,448"
2976,Under the Skin,2013,"Drama, Horror, Sci-Fi, Thriller",Nominated for 1 BAFTA Film Award. Another 25 wins & 101 nominations.,78,"$2,326,121"
2989,Joe,2013,"Crime, Drama",4 wins & 9 nominations.,74,"$257,588"
3000,Blue Ruin,2013,"Crime, Drama, Thriller",8 wins & 18 nominations.,77,N/A
3008,Palo Alto,2013,Drama,4 nominations.,69,"$406,235"
3084,The Green Inferno,2013,"Adventure, Horror, Thriller",1 win & 6 nominations.,38,"$7,154,957"
3066,The Maid's Room,2013,Thriller,1 win & 1 nomination.,39,N/A
2929,The Railway Man,2013,"Biography, Drama, Romance, War",7 wins & 20 nominations.,59,"$4,146,580"
2876,R100,2013,"Comedy, Drama",1 win & 4 nominations.,57,"$24,068"
2913,The Adventurer: The Curse of the Midas Box,2013,"Adventure, Family, Fantasy",N/A,39,N/A
2908,Homefront,2013,"Action, Crime, Drama, Thriller",1 nomination.,40,"$12,641,119"
2878,Escape Plan,2013,"Action, Crime, Mystery, Sci-Fi, Thriller",2 nominations.,49,"$18,645,489"
2879,Delivery Man,2013,"Comedy, Drama",N/A,44,"$30,659,817"
2880,Captain Phillips,2013,"Biography, Drama, Thriller",Nominated for 6 Oscars. Another 16 wins & 144 nominations.,83,"$107,100,855"
2881,The Fifth Estate,2013,"Biography, Drama, Thriller",2 wins & 3 nominations.,49,"$3,254,172"
2882,Escape from Tomorrow,2013,"Drama, Fantasy, Horror, Sci-Fi",2 wins & 5 nominations.,58,"$169,719"
2884,The Young and Prodigious T.S. Spivet,2013,"Action, Adventure, Comedy, Drama, Family",5 wins & 6 nominations.,53,N/A
2887,All Is Lost,2013,"Action, Adventure, Drama",Nominated for 1 Oscar. Another 3 wins & 48 nominations.,87,"$4,300,353"
2888,12 Years a Slave,2013,"Biography, Drama, History",Won 3 Oscars. Another 235 wins & 326 nominations.,96,"$50,628,650"
2889,Bad Grandpa,2013,Comedy,Nominated for 1 Oscar. Another 2 wins & 9 nominations.,54,"$84,961,415"
2890,Ender's Game,2013,"Action, Adventure, Fantasy, Sci-Fi",1 win & 6 nominations.,51,"$61,656,849"
2892,Ida,2013,Drama,Won 1 Oscar. Another 66 wins & 83 nominations.,91,N/A
2909,Frozen,2013,"Animation, Adventure, Comedy, Family, Fantasy, Musical",Won 2 Oscars. Another 77 wins & 57 nominations.,74,"$400,736,600"
2894,Thor: The Dark World,2013,"Action, Adventure, Fantasy",3 wins & 21 nominations.,54,"$206,360,018"
2896,Last Vegas,2013,"Comedy, Drama",4 wins & 1 nomination.,48,"$51,434,214"
2897,Philomena,2013,"Biography, Drama",Nominated for 4 Oscars. Another 32 wins & 76 nominations.,77,N/A
2898,Echo Dr.,2013,"Action, Drama, Sci-Fi, Thriller",N/A,N/A,N/A
2899,The Book Thief,2013,"Drama, War",Nominated for 1 Oscar. Another 8 wins & 14 nominations.,53,N/A
2900,Dom Hemingway,2013,"Comedy, Crime, Drama",N/A,55,"$342,096"
2901,The Hunger Games: Catching Fire,2013,"Action, Adventure, Sci-Fi, Thriller",Nominated for 1 Golden Globe. Another 22 wins & 66 nominations.,76,"$336,663,349"
2902,The Best Man Holiday,2013,"Comedy, Drama",3 wins & 15 nominations.,59,N/A
2903,Saving Mr. Banks,2013,"Biography, Comedy, Drama, Family, Music",Nominated for 1 Oscar. Another 13 wins & 72 nominations.,65,"$53,260,198"
2905,Faith Connections,2013,"Documentary, Biography, Drama",1 win.,N/A,N/A
2906,The Christmas Candle,2013,"Drama, Family",N/A,33,"$2,209,479"
2907,Black Nativity,2013,"Drama, Family, Music, Musical",2 wins & 5 nominations.,48,"$4,894,004"
2895,Free Birds,2013,"Animation, Adventure, Comedy, Family, Sci-Fi",2 nominations.,38,"$46,667,023"
2818,R.I.P.D.,2013,"Action, Adventure, Comedy, Fantasy, Sci-Fi",N/A,25,"$33,500,000"
2825,Zombie Hunter,2013,"Action, Comedy, Horror",N/A,N/A,N/A
2816,The Conjuring,2013,"Horror, Mystery, Thriller",15 wins & 22 nominations.,68,"$137,387,272"
2736,Hard to Be a God,2013,"Drama, Sci-Fi",10 wins & 11 nominations.,90,N/A
2737,Jack the Giant Slayer,2013,"Adventure, Fantasy",1 win & 4 nominations.,51,"$65,171,860"
2738,Along the Roadside,2013,"Comedy, Music, Romance",2 wins & 3 nominations.,N/A,N/A
2739,Stoker,2013,"Drama, Thriller",4 wins & 45 nominations.,58,"$1,700,000"
2740,The Last Exorcism Part II,2013,"Drama, Horror, Thriller",1 win & 2 nominations.,35,"$15,200,000"
2741,Roadside,2013,"Drama, Horror, Mystery",N/A,N/A,N/A
2743,The Lost Medallion: The Adventures of Billy Stone,2013,"Adventure, Family, Fantasy",1 nomination.,N/A,N/A
2744,Oz the Great and Powerful,2013,"Adventure, Family, Fantasy",5 wins & 31 nominations.,44,"$234,903,076"
2745,Cheap Thrills,2013,"Comedy, Crime, Drama, Horror, Thriller",9 wins & 8 nominations.,63,N/A
2746,Dead Man Down,2013,"Action, Crime, Drama, Thriller",N/A,39,"$10,880,926"
2747,Out of Inferno,2013,Action,N/A,N/A,N/A
2748,Enter the Dangerous Mind,2013,Thriller,1 nomination.,22,N/A
2749,The Incredible Burt Wonderstone,2013,"Adventure, Comedy, Fantasy",1 win & 4 nominations.,44,"$22,525,921"
2750,The Call,2013,"Crime, Drama, Horror, Thriller",1 win & 11 nominations.,51,N/A
2752,The Croods,2013,"Animation, Action, Adventure, Comedy, Family, Fantasy",Nominated for 1 Oscar. Another 5 wins & 44 nominations.,55,"$187,165,546"
2753,Olympus Has Fallen,2013,"Action, Thriller",1 win & 5 nominations.,41,"$98,600,000"
2754,Admission,2013,"Comedy, Drama, Romance",N/A,48,"$18,000,000"
2755,The Host,2013,"Action, Adventure, Drama, Romance, Sci-Fi, Thriller",1 win & 2 nominations.,35,"$26,609,448"
2756,G.I. Joe: Retaliation,2013,"Action, Adventure, Sci-Fi, Thriller",1 win & 11 nominations.,41,"$122,512,052"
2757,Trance,2013,"Crime, Drama, Mystery, Thriller",3 wins & 3 nominations.,61,"$4,856,227"
2758,Adore,2013,"Drama, Romance",1 win & 4 nominations.,37,"$200,000"
2759,Before Midnight,2013,"Drama, Romance",Nominated for 1 Oscar. Another 21 wins & 59 nominations.,94,"$8,114,507"
2760,Evil Dead,2013,"Fantasy, Horror, Thriller",6 wins & 18 nominations.,57,"$54,200,000"
2735,Snitch,2013,"Action, Drama, Thriller",1 nomination.,51,"$42,908,315"
2734,Aroused,2013,Documentary,N/A,N/A,N/A
2661,Les ténèbres révélées de Silent Hill révélation 3D,2013,Documentary,N/A,N/A,N/A
2732,Dry Spell,2013,"Comedy, Romance",N/A,N/A,N/A
2708,Texas Chainsaw 3D,2013,"Horror, Thriller",2 wins & 7 nominations.,N/A,"$34,334,256"
2710,Gangster Squad,2013,"Action, Crime, Drama, Thriller",5 nominations.,40,"$45,996,718"
2707,The Best Offer,2013,"Crime, Drama, Mystery, Romance",25 wins & 26 nominations.,49,"$85,433"
2705,Movie 43,2013,"Comedy, Horror, Thriller",4 wins & 5 nominations.,18,"$8,700,000"
2817,RED 2,2013,"Action, Comedy, Crime, Thriller",3 nominations.,47,"$53,215,979"
2711,A Haunted House,2013,"Comedy, Fantasy",1 win & 1 nomination.,20,"$32,536,865"
2712,The Last Stand,2013,"Action, Thriller",1 win & 2 nominations.,54,"$12,000,000"
2713,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,Comedy,N/A,N/A,N/A
2714,Straight A's,2013,"Comedy, Drama",N/A,N/A,N/A
2715,Mama,2013,"Horror, Thriller",11 wins & 18 nominations.,57,"$71,588,220"
2716,Hansel & Gretel: Witch Hunters,2013,"Action, Fantasy, Horror",3 wins & 4 nominations.,23,"$55,000,000"
2761,Oblivion,2013,"Action, Adventure, Mystery, Sci-Fi",14 nominations.,54,"$89,021,735"
2717,Broken City,2013,"Crime, Drama, Thriller",N/A,49,"$19,600,000"
2719,Parker,2013,"Action, Crime, Thriller",1 nomination.,42,"$17,609,982"
2721,Warm Bodies,2013,"Comedy, Horror, Romance",1 win & 10 nominations.,60,"$65,000,000"
2723,The Haunting in Connecticut 2: Ghosts of Georgia,2013,"Drama, Horror, Mystery, Thriller",N/A,26,N/A
2724,UnDivided,2013,Documentary,N/A,N/A,N/A
2725,A Good Day to Die Hard,2013,"Action, Thriller",4 wins & 7 nominations.,28,"$67,344,392"
2726,ABCD (Any Body Can Dance),2013,"Drama, Music",3 nominations.,N/A,"$221,908"
2727,Identity Thief,2013,"Adventure, Comedy, Crime, Drama",1 win & 9 nominations.,35,"$134,455,175"
2728,Side Effects,2013,"Crime, Drama, Mystery, Thriller",5 nominations.,75,"$32,154,410"
2729,Safe Haven,2013,"Drama, Romance, Thriller",3 wins & 7 nominations.,34,"$71,100,000"
2730,Beautiful Creatures,2013,"Drama, Fantasy, Romance",9 nominations.,52,"$19,445,217"
2731,Escape from Planet Earth,2013,"Animation, Adventure, Comedy, Family, Sci-Fi",1 win.,35,"$54,700,000"
2718,"Batman: The Dark Knight Returns, Part 2",2013,"Animation, Action, Adventure, Crime, Drama, Horror, Sci-Fi, Thriller",1 win & 1 nomination.,N/A,N/A
2762,Scary Movie 5,2013,Comedy,5 nominations.,11,"$32,014,289"
2709,The Grandmaster,2013,"Action, Biography, Drama, Romance, War",Nominated for 2 Oscars. Another 53 wins & 51 nominations.,73,"$6,300,000"
2764,Open Road,2013,"Action, Drama, Thriller",1 win.,N/A,N/A
3250,Stranded,2013,"Horror, Sci-Fi",N/A,27,N/A
2793,This Is the End,2013,"Comedy, Fantasy",10 wins & 20 nominations.,67,"$96,200,000"
2794,Man of Steel,2013,"Action, Adventure, Fantasy, Sci-Fi",7 wins & 46 nominations.,55,"$291,021,565"
2795,Legends of Oz: Dorothy's Return,2013,"Animation, Adventure, Family, Fantasy, Musical",1 win & 5 nominations.,25,"$6,455,823"
2796,20 Feet from Stardom,2013,"Documentary, Music",Won 1 Oscar. Another 20 wins & 26 nominations.,83,N/A
2815,The Frozen Ground,2013,"Crime, Drama, Mystery, Thriller",1 nomination.,37,"$89,515"
2798,Monsters University,2013,"Animation, Adventure, Comedy, Family, Fantasy",Nominated for 1 BAFTA Film Award. Another 9 wins & 56 nominations.,65,"$260,300,000"
2799,Despicable Me 2,2013,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",Nominated for 2 Oscars. Another 12 wins & 65 nominations.,62,"$368,049,635"
2800,Independence Daysaster,2013,"Action, Adventure, Sci-Fi, Thriller",N/A,N/A,N/A
2801,The Heat,2013,"Action, Comedy, Crime",7 wins & 16 nominations.,60,"$158,300,000"
2802,White House Down,2013,"Action, Drama, Thriller",3 wins & 9 nominations.,52,"$73,103,784"
2791,The Internship,2013,Comedy,2 nominations.,42,"$44,400,000"
2803,This Is Martin Bonner,2013,Drama,8 wins & 4 nominations.,71,N/A
2805,The Lone Ranger,2013,"Action, Adventure, Western",Nominated for 2 Oscars. Another 4 wins & 17 nominations.,37,"$89,289,910"
2806,Kevin Hart: Let Me Explain,2013,"Documentary, Comedy",1 win & 1 nomination.,53,"$32,200,000"
2807,Coffee Town,2013,Comedy,N/A,N/A,N/A
2808,Sharknado,2013,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",1 win & 2 nominations.,N/A,N/A
2809,Turbo,2013,"Animation, Adventure, Comedy, Family, Sci-Fi, Sport",1 win & 13 nominations.,58,"$81,100,000"
2810,Pacific Rim,2013,"Action, Adventure, Sci-Fi",Nominated for 1 BAFTA Film Award. Another 6 wins & 47 nominations.,65,"$101,785,482"
2763,42,2013,"Biography, Drama, Sport",3 wins & 18 nominations.,62,"$95,001,343"
2814,The World's End,2013,"Action, Comedy, Sci-Fi",5 wins & 22 nominations.,81,"$33,408,732"
2811,Grown Ups 2,2013,Comedy,5 wins & 15 nominations.,19,"$127,400,000"
2813,Khumba,2013,"Animation, Adventure, Family",3 nominations.,40,"$90,465"
2812,Kick-Ass 2,2013,"Action, Comedy, Crime",1 win & 7 nominations.,41,"$28,800,000"
2804,The Immigrant,2013,"Drama, Romance",15 wins & 30 nominations.,77,"$1,300,791"
2790,The Way Way Back,2013,"Comedy, Drama",5 wins & 30 nominations.,68,"$21,501,098"
2797,World War Z,2013,"Action, Adventure, Horror, Sci-Fi, Thriller",3 wins & 24 nominations.,63,"$202,351,611"
2788,Yeh Jawaani Hai Deewani,2013,"Comedy, Drama, Musical, Romance",22 wins & 92 nominations.,N/A,"$3,688,635"
2765,Iron Man 3,2013,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 17 wins & 61 nominations.,62,"$408,992,272"
2766,Pain & Gain,2013,"Action, Comedy, Crime, Drama, Thriller",4 nominations.,45,"$49,300,000"
2768,Her Cry: La Llorona Investigation,2013,Horror,1 win.,N/A,N/A
2769,Home Run,2013,"Drama, Sport",N/A,N/A,"$2,859,955"
2770,Bending Steel,2013,Documentary,8 wins & 9 nominations.,N/A,N/A
2774,"Cinco de Mayo, La Batalla",2013,"Drama, History, War",3 wins & 1 nomination.,N/A,N/A
2775,Star Trek Into Darkness,2013,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 6 wins & 56 nominations.,72,"$228,756,232"
2776,Peeples,2013,"Comedy, Romance",7 nominations.,52,"$9,123,834"
2777,The Great Gatsby,2013,"Drama, Romance",Won 2 Oscars. Another 47 wins & 83 nominations.,55,"$144,812,796"
2778,Epic,2013,"Animation, Adventure, Family, Fantasy",2 wins & 21 nominations.,52,"$107,515,297"
2779,Treachery,2013,"Drama, Thriller",2 wins & 2 nominations.,N/A,N/A
2771,The Big Wedding,2013,"Comedy, Drama, Romance",2 nominations.,28,"$21,500,000"
2781,The Great Beauty,2013,Drama,Won 1 Oscar. Another 55 wins & 76 nominations.,86,N/A
2782,Now You See Me,2013,"Crime, Mystery, Thriller",1 win & 3 nominations.,50,"$117,698,894"
2783,The Vatican Exorcisms,2013,Horror,N/A,N/A,N/A
2786,The East,2013,"Adventure, Drama, Thriller",1 win & 7 nominations.,68,"$1,600,000"
2784,Only God Forgives,2013,"Crime, Drama",14 wins & 19 nominations.,37,"$700,000"
2787,The Purge,2013,"Horror, Thriller",1 win & 6 nominations.,41,"$64,400,000"
2785,After Earth,2013,"Action, Adventure, Sci-Fi",3 wins & 8 nominations.,33,"$60,522,097"
3113,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,"Comedy, Family",1 win & 8 nominations.,54,"$56,752,482"
3103,Tusk,2014,"Comedy, Drama, Horror",2 wins & 7 nominations.,55,N/A
3102,A Walk Among the Tombstones,2014,"Crime, Drama, Mystery, Thriller",1 nomination.,57,N/A
3099,Dolphin Tale 2,2014,"Drama, Family",3 nominations.,58,N/A
3096,This Is Where I Leave You,2014,"Comedy, Drama",1 nomination.,44,"$26,730,317"
3104,Not Cool,2014,"Comedy, Drama, Romance",N/A,1,N/A
3095,No Good Deed,2014,"Crime, Drama, Thriller",2 wins & 2 nominations.,26,"$42,428,931"
3094,The Boxtrolls,2014,"Animation, Adventure, Comedy, Family, Fantasy",Nominated for 1 Oscar. Another 8 wins & 59 nominations.,61,"$52,098,992"
3093,Beyond the Lights,2014,"Drama, Music, Romance",Nominated for 1 Oscar. Another 4 wins & 24 nominations.,73,"$14,617,945"
3098,American Heist,2014,"Action, Crime, Drama, Thriller",N/A,23,N/A
3105,The Equalizer,2014,"Action, Crime, Thriller",1 win & 9 nominations.,57,"$85,212,969"
3108,Gone Girl,2014,"Drama, Mystery, Thriller",Nominated for 1 Oscar. Another 65 wins & 177 nominations.,79,N/A
3107,Dracula Untold,2014,"Action, Drama, Fantasy, Horror, War",3 wins & 5 nominations.,40,N/A
3115,Trash,2014,"Adventure, Crime, Drama, Mystery, Thriller",Nominated for 1 BAFTA Film Award. Another 2 wins & 4 nominations.,50,"$10,230"
3111,Left Behind,2014,"Action, Drama, Fantasy, Mystery, Thriller",4 nominations.,12,"$10,649,893"
3109,The Book of Life,2014,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",Nominated for 1 Golden Globe. Another 3 wins & 28 nominations.,67,N/A
3110,Annabelle,2014,"Horror, Mystery, Thriller",3 wins & 7 nominations.,37,N/A
3112,Hidden Away,2014,"Drama, Romance",4 nominations.,N/A,N/A
3118,St. Vincent,2014,"Comedy, Drama",Nominated for 2 Golden Globes. Another 6 wins & 21 nominations.,64,"$33,454,313"
3117,Automata,2014,"Action, Sci-Fi, Thriller",6 nominations.,37,N/A
3114,The Judge,2014,"Crime, Drama",Nominated for 1 Oscar. Another 3 wins & 8 nominations.,48,"$35,631,470"
3092,The Maze Runner,2014,"Action, Mystery, Sci-Fi, Thriller",4 wins & 11 nominations.,57,"$98,537,272"
3116,Kill the Messenger,2014,"Biography, Crime, Drama, Mystery, Thriller",3 wins & 6 nominations.,60,"$2,445,646"
3106,Mutant World,2014,Sci-Fi,2 wins & 1 nomination.,N/A,N/A
3091,Bang Bang Baby,2014,"Drama, Fantasy, Musical, Romance, Sci-Fi",3 wins & 2 nominations.,N/A,N/A
3058,Guardians of the Galaxy,2014,"Action, Adventure, Comedy, Sci-Fi",Nominated for 2 Oscars. Another 52 wins & 99 nominations.,76,"$270,592,504"
3089,The Face of an Angel,2014,"Crime, Drama",1 nomination.,37,N/A
3062,Into the Storm,2014,"Action, Thriller",2 wins & 1 nomination.,44,"$40,613,055"
217,The Town That Dreaded Sundown,2014,"Horror, Mystery, Thriller",2 wins & 1 nomination.,47,N/A
3063,The Hundred-Foot Journey,2014,"Comedy, Drama",Nominated for 1 Golden Globe. Another 2 wins & 3 nominations.,55,"$46,214,579"
3061,The Calling,2014,"Drama, Thriller",4 nominations.,46,N/A
3064,Teenage Mutant Ninja Turtles,2014,"Action, Adventure, Comedy, Sci-Fi",1 win & 10 nominations.,31,"$163,911,409"
3119,Addicted,2014,"Drama, Thriller",N/A,32,"$17,382,982"
3060,The Expendables 3,2014,"Action, Adventure, Thriller",2 wins & 5 nominations.,35,"$34,742,878"
3067,The Giver,2014,"Drama, Romance, Sci-Fi",2 wins & 6 nominations.,47,"$33,480,518"
3059,Get on Up,2014,"Biography, Drama, Music",6 wins & 16 nominations.,71,"$22,838,662"
3068,Let's Be Cops,2014,"Comedy, Crime",2 nominations.,30,N/A
3069,"As Above, So Below",2014,"Horror, Mystery, Thriller",1 win & 6 nominations.,38,N/A
3071,Sin City: A Dame to Kill For,2014,"Crime, Thriller",3 wins & 6 nominations.,46,"$11,064,709"
3072,If I Stay,2014,"Drama, Fantasy, Music, Romance",3 wins & 1 nomination.,46,N/A
3073,Freedom,2014,"Drama, Music",N/A,30,"$124,356"
3074,When the Game Stands Tall,2014,"Drama, Family, Sport",N/A,41,N/A
3075,The Prince,2014,"Action, Thriller",1 nomination.,19,N/A
3076,Queen of the Mountains,2014,"Action, Biography, Drama",6 wins & 1 nomination.,N/A,N/A
3078,Out of the Dark,2014,"Horror, Thriller",N/A,33,N/A
3079,The November Man,2014,"Action, Crime, Thriller",N/A,38,N/A
3080,H.,2014,"Drama, Sci-Fi, Thriller",3 wins & 9 nominations.,N/A,N/A
3081,Wolves,2014,"Action, Fantasy, Horror, Thriller",N/A,37,N/A
3082,Far from Men,2014,"Drama, War, Western",9 wins & 6 nominations.,74,N/A
3083,Before I Go to Sleep,2014,"Drama, Horror, Mystery, Thriller",N/A,41,N/A
3085,Housebound,2014,"Comedy, Horror, Mystery",5 wins & 22 nominations.,76,N/A
3086,Stories of Our Lives,2014,Drama,3 wins & 2 nominations.,N/A,N/A
3087,Falcon Rising,2014,"Action, Adventure",N/A,49,N/A
3088,Black or White,2014,Drama,2 wins & 2 nominations.,45,"$15,504,419"
3090,Miss Julie,2014,"Drama, Romance",1 win & 7 nominations.,56,N/A
3065,Jungle Shuffle,2014,"Animation, Adventure",N/A,N/A,N/A
3171,Selma,2014,"Biography, Drama, History",Won 1 Oscar. Another 58 wins & 88 nominations.,88,N/A
3121,Escobar: Paradise Lost,2014,"Crime, Drama, History, Romance, Thriller",1 nomination.,56,N/A
3156,American Sniper,2014,"Action, Biography, Drama, War",Won 1 Oscar. Another 23 wins & 42 nominations.,72,"$274,377,268"
3157,Seventh Son,2014,"Action, Adventure, Fantasy",2 wins & 1 nomination.,30,"$14,945,592"
3158,Top Five,2014,"Comedy, Romance",7 wins & 19 nominations.,81,"$17,002,433"
3159,Taken 3,2014,"Action, Thriller",3 wins & 2 nominations.,26,N/A
3161,Night at the Museum: Secret of the Tomb,2014,"Adventure, Comedy, Family, Fantasy",1 win & 4 nominations.,47,"$81,522,782"
3163,Let's Kill Ward's Wife,2014,"Comedy, Crime",N/A,21,N/A
3164,Big Eyes,2014,"Biography, Crime, Drama, Romance",Won 1 Golden Globe. Another 2 wins & 18 nominations.,62,"$8,021,168"
3165,The Interview,2014,Comedy,1 win & 6 nominations.,52,"$4,551,688"
3166,The Water Diviner,2014,"Drama, History, War",14 wins & 13 nominations.,50,N/A
3167,Unbroken,2014,"Biography, Drama, Sport, War",Nominated for 3 Oscars. Another 14 wins & 29 nominations.,59,"$70,500,647"
3168,Inherent Vice,2014,"Comedy, Crime, Drama, Mystery, Romance",Nominated for 2 Oscars. Another 16 wins & 93 nominations.,81,"$6,100,613"
3169,Into the Woods,2014,"Adventure, Comedy, Drama, Fantasy, Musical",Nominated for 3 Oscars. Another 11 wins & 71 nominations.,69,"$89,789,227"
3170,The Gambler,2014,"Crime, Drama, Thriller",1 win & 3 nominations.,55,"$18,884,667"
3172,A Most Violent Year,2014,"Crime, Drama, Thriller",Nominated for 1 Golden Globe. Another 15 wins & 50 nominations.,79,N/A
3181,Ex Machina,2014,"Drama, Mystery, Sci-Fi, Thriller",Won 1 Oscar. Another 70 wins & 153 nominations.,78,"$19,012,798"
3187,It Follows,2014,"Horror, Mystery",24 wins & 41 nominations.,83,"$10,705,259"
352,Highway,2014,"Crime, Drama, Romance",4 wins & 11 nominations.,40,N/A
3224,While We're Young,2014,"Comedy, Drama, Mystery",1 win & 2 nominations.,77,"$7,008,208"
3226,Good Kill,2014,"Drama, Thriller, War",1 nomination.,63,N/A
3314,Listening,2014,"Drama, Sci-Fi, Thriller",2 wins & 4 nominations.,35,N/A
3229,The Sisterhood of Night,2014,"Drama, Mystery, Thriller",2 wins & 4 nominations.,60,N/A
3297,Unsullied,2014,"Action, Horror, Thriller",N/A,42,"$8,220"
3291,Amnesiac,2014,"Drama, Horror, Mystery, Thriller",N/A,33,N/A
3285,The Algerian,2014,"Action, Romance, Thriller",5 wins.,N/A,N/A
3280,A Lego Brickumentary,2014,Documentary,1 nomination.,51,N/A
3234,Unfriended,2014,"Drama, Horror, Mystery, Thriller",3 wins & 6 nominations.,59,"$31,354,666"
3057,Tiger Orange,2014,Drama,1 win & 1 nomination.,N/A,N/A
