,Title,Year,Genre,Awards,Metascore,BoxOffice
1184,I Served the King of England,2006,"Comedy, Drama, Romance, War",10 wins & 12 nominations.,72.0,"$600,000"
1183,Charlotte's Web,2006,"Comedy, Family, Fantasy",9 wins & 11 nominations.,68.0,"$82,100,000"
1182,The Pursuit of Happyness,2006,"Biography, Drama",Nominated for 1 Oscar. Another 11 wins & 24 nominations.,64.0,"$162,586,036"
1181,Arthur and the Invisibles,2006,"Animation, Adventure, Family, Fantasy",1 win & 2 nominations.,39.0,"$15,004,318"
1186,Rocky Balboa,2006,"Drama, Sport",3 nominations.,63.0,"$70,147,850"
1192,The Trials of Darryl Hunt,2006,"Documentary, Crime",6 wins & 4 nominations.,0.0,$0
1215,Scott Walker: 30 Century Man,2006,"Documentary, Biography, Music",1 nomination.,65.0,$0
1194,Thr3e,2006,"Drama, Horror, Mystery, Thriller",none,34.0,"$978,908"
1195,Deck the Halls,2006,"Comedy, Family",1 win & 8 nominations.,28.0,"$35,058,863"
1166,Eragon,2006,"Action, Adventure, Family, Fantasy",1 win & 6 nominations.,38.0,$0
1196,For Your Consideration,2006,Comedy,3 wins & 14 nominations.,68.0,"$5,490,967"
1197,Out of the Blue,2006,"Crime, Drama",6 wins & 5 nominations.,70.0,$0
1198,The Grudge 2,2006,"Horror, Thriller",3 nominations.,33.0,"$39,143,839"
1199,The Marine,2006,"Action, Drama, Thriller",none,45.0,"$18,719,747"
1200,One Night with the King,2006,"Biography, Drama, History",2 wins.,38.0,"$13,391,174"
1201,The Hoax,2006,"Comedy, Drama",1 win & 3 nominations.,70.0,$0
1202,The Astronaut Farmer,2006,"Adventure, Drama, Sci-Fi",none,55.0,"$10,953,736"
1203,All the Boys Love Mandy Lane,2006,Horror,1 nomination.,44.0,$0
1204,Flags of our Fathers,2006,"Drama, History, War",Nominated for 2 Oscars. Another 15 wins & 24 nominations.,79.0,"$33,600,000"
1205,The Prestige,2006,"Drama, Mystery, Sci-Fi, Thriller",Nominated for 2 Oscars. Another 5 wins & 37 nominations.,66.0,"$53,100,000"
1206,Night at the Museum,2006,"Adventure, Comedy, Family, Fantasy",2 wins & 8 nominations.,48.0,"$249,300,000"
1164,Fur: An Imaginary Portrait of Diane Arbus,2006,"Biography, Drama, Romance, Thriller",2 wins.,50.0,"$148,913"
1207,Eye of the Dolphin,2006,"Comedy, Drama, Family",3 wins.,54.0,$0
1209,The Texas Chainsaw Massacre: The Beginning,2006,"Horror, Thriller",5 nominations.,30.0,"$39,418,953"
1210,Flicka,2006,"Adventure, Drama, Family",3 nominations.,57.0,"$20,949,649"
1211,Catch a Fire,2006,"Biography, Drama, History",2 wins & 5 nominations.,62.0,"$4,291,965"
1220,Infamous,2006,"Biography, Crime, Drama",3 wins & 2 nominations.,68.0,"$1,093,888"
1212,Saw III,2006,"Horror, Mystery",1 win & 5 nominations.,48.0,"$80,200,000"
1213,Faith Like Potatoes,2006,Drama,1 win.,0.0,$0
1214,Running with Scissors,2006,"Comedy, Drama",Nominated for 1 Golden Globe. Another 3 wins & 6 nominations.,52.0,"$6,754,898"
1216,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Comedy,Nominated for 1 Oscar. Another 20 wins & 33 nominations.,89.0,"$128,400,000"
1217,The Dead Girl,2006,"Crime, Drama, Mystery, Thriller",2 wins & 4 nominations.,65.0,$0
1218,Casino Royale,2006,"Action, Adventure, Thriller",Won 1 BAFTA Film Award. Another 26 wins & 44 nominations.,80.0,"$167,007,184"
1219,Happy Feet,2006,"Animation, Adventure, Comedy, Family, Music, Musical, Romance",Won 1 Oscar. Another 18 wins & 23 nominations.,77.0,"$197,800,000"
1165,Employee of the Month,2006,"Comedy, Romance",2 nominations.,36.0,"$28,364,748"
1208,The Ultimate Gift,2006,"Drama, Family, Romance",3 wins.,49.0,"$3,400,000"
1222,Opal Dream,2006,"Drama, Family",1 win & 2 nominations.,56.0,$0
1296,Click,2006,"Comedy, Drama, Fantasy, Romance",Nominated for 1 Oscar. Another 3 wins & 11 nominations.,45.0,"$137,340,146"
1308,Little Miss Sunshine,2006,"Comedy, Drama",Won 2 Oscars. Another 68 wins & 107 nominations.,80.0,"$59,831,476"
1279,Valley of the Wolves: Iraq,2006,"Action, Adventure, Drama, War",1 win.,0.0,$0
1225,The Ant Bully,2006,"Animation, Adventure, Comedy, Family, Fantasy",1 win & 4 nominations.,59.0,"$28,100,000"
1226,I Want Someone to Eat Cheese With,2006,"Comedy, Romance",none,60.0,$0
1227,Eight Below,2006,"Adventure, Drama, Family",2 wins & 2 nominations.,64.0,"$81,593,527"
1229,Journey from the Fall,2006,Drama,7 wins.,70.0,"$498,000"
1230,Doogal,2006,"Animation, Adventure, Comedy, Family, Fantasy",2 wins & 1 nomination.,23.0,"$7,308,609"
1231,Lucky Number Slevin,2006,"Crime, Drama, Mystery, Thriller",5 wins & 4 nominations.,53.0,$0
1232,16 Blocks,2006,"Action, Crime, Drama, Thriller",2 nominations.,63.0,"$36,900,000"
1233,Ultraviolet,2006,"Action, Sci-Fi, Thriller",1 win & 2 nominations.,18.0,"$18,337,122"
1234,Aquamarine,2006,"Comedy, Family, Fantasy, Romance",1 win & 5 nominations.,51.0,"$18,562,160"
1235,American Dreamz,2006,"Comedy, Music",1 nomination.,45.0,"$7,156,725"
1236,Loving Annabelle,2006,"Drama, Romance",10 wins.,0.0,$0
1237,The Shaggy Dog,2006,"Comedy, Family, Fantasy",2 wins & 5 nominations.,43.0,"$61,039,681"
1238,The Night Listener,2006,"Crime, Mystery, Thriller",2 nominations.,51.0,"$7,766,987"
1239,Failure to Launch,2006,"Comedy, Romance",5 nominations.,47.0,"$88,658,172"
1240,The Lives of Others,2006,"Drama, Thriller",Won 1 Oscar. Another 75 wins & 34 nominations.,89.0,"$11,200,000"
1241,Volver,2006,"Comedy, Drama",Nominated for 1 Oscar. Another 60 wins & 90 nominations.,84.0,"$12,830,604"
1242,Renaissance,2006,"Animation, Action, Sci-Fi, Thriller",2 wins & 1 nomination.,57.0,$0
1243,Find Me Guilty,2006,"Biography, Comedy, Crime, Drama",1 win & 2 nominations.,65.0,"$608,804"
1244,Take the Lead,2006,"Drama, Music",1 win & 6 nominations.,55.0,"$34,703,228"
1245,She's the Man,2006,"Comedy, Romance, Sport",2 wins & 5 nominations.,45.0,"$33,687,630"
1246,Inside Man,2006,"Crime, Drama, Mystery, Thriller",6 wins & 11 nominations.,76.0,"$88,439,515"
1247,Ice Age: The Meltdown,2006,"Animation, Adventure, Comedy, Family, Fantasy",7 wins & 16 nominations.,58.0,"$195,300,000"
1248,Larry the Cable Guy: Health Inspector,2006,"Comedy, Romance",3 nominations.,21.0,"$15,655,665"
1249,Stay Alive,2006,"Fantasy, Horror, Sci-Fi, Thriller",none,24.0,"$22,999,535"
1250,Basic Instinct 2,2006,"Drama, Mystery, Thriller",8 wins & 6 nominations.,26.0,"$5,851,188"
1251,The Hills Have Eyes,2006,"Horror, Thriller",2 wins & 7 nominations.,52.0,"$41,685,824"
1228,Date Movie,2006,"Comedy, Romance",4 wins & 1 nomination.,11.0,"$48,478,234"
1266,Come Early Morning,2006,"Drama, Romance",2 wins & 1 nomination.,64.0,"$50,160"
1224,Barnyard,2006,"Animation, Adventure, Comedy, Drama, Family",3 nominations.,42.0,"$72,601,713"
1263,Phat Girlz,2006,Comedy,none,36.0,"$6,922,865"
1262,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,"Documentary, Sport",1 nomination.,67.0,$0
1261,Jimmy and Judy,2006,"Crime, Drama, Thriller",1 win.,0.0,$0
1254,Final Destination 3,2006,"Horror, Thriller",6 nominations.,41.0,"$54,100,000"
1260,Little Big Top,2006,Comedy,none,0.0,$0
1257,Lage Raho Munna Bhai,2006,"Comedy, Drama, Fantasy",14 wins & 13 nominations.,0.0,$0
1258,Old Joy,2006,Drama,5 wins & 5 nominations.,84.0,$0
1255,Anders Matthesen: Anden paa coke?,2006,Comedy,none,0.0,$0
1264,Running Scared,2006,"Action, Crime, Drama, Thriller",4 nominations.,41.0,"$6,651,790"
1259,Iraq for Sale: The War Profiteers,2006,"Documentary, War",1 nomination.,68.0,$0
1265,Grandma's Boy,2006,Comedy,1 nomination.,33.0,"$5,935,826"
1275,Rang De Basanti,2006,"Comedy, Drama",Nominated for 1 BAFTA Film Award. Another 17 wins & 19 nominations.,0.0,$0
1267,Underworld: Evolution,2006,"Action, Adventure, Fantasy, Sci-Fi, Thriller",2 wins & 6 nominations.,36.0,"$62,318,875"
1268,Glory Road,2006,"Biography, Drama, Sport",2 wins & 3 nominations.,58.0,$0
1269,Last Holiday,2006,Comedy,7 nominations.,52.0,"$38,360,195"
1270,The Pink Panther,2006,"Adventure, Comedy, Crime, Family, Mystery",1 win & 8 nominations.,38.0,"$82,226,474"
1271,Bandidas,2006,"Action, Comedy, Crime, Western",none,0.0,$0
1272,High School Musical,2006,"Comedy, Drama, Family, Music, Musical, Romance",Won 2 Primetime Emmys. Another 8 wins & 18 nominations.,0.0,$0
1273,Wristcutters: A Love Story,2006,"Comedy, Drama, Fantasy, Romance",9 wins & 6 nominations.,62.0,$0
1274,An Inconvenient Truth,2006,Documentary,Won 2 Oscars. Another 31 wins & 11 nominations.,75.0,"$23,727,472"
1276,Big Momma's House 2,2006,"Comedy, Crime",1 win & 5 nominations.,34.0,"$70,121,252"
1277,Special,2006,"Comedy, Drama, Sci-Fi",1 win & 3 nominations.,57.0,$0
1253,Firewall,2006,"Crime, Thriller",3 nominations.,45.0,"$48,699,400"
1278,When a Stranger Calls,2006,"Horror, Thriller",3 nominations.,27.0,"$47,860,214"
1252,Curious George,2006,"Animation, Adventure, Comedy, Family",1 nomination.,62.0,"$58,300,000"
1280,The Oh in Ohio,2006,"Comedy, Drama, Romance",2 wins & 1 nomination.,48.0,$0
1256,Crazy Stone,2006,"Comedy, Crime",9 wins & 13 nominations.,0.0,$0
1282,Madea's Family Reunion,2006,"Comedy, Drama, Romance",7 nominations.,45.0,"$63,200,000"
1283,ATL,2006,"Comedy, Crime, Drama, Music, Romance",7 nominations.,63.0,"$21,160,089"
1284,Pan's Labyrinth,2006,"Drama, Fantasy, War",Won 3 Oscars. Another 99 wins & 105 nominations.,98.0,"$37,500,000"
1285,The Break-Up,2006,"Comedy, Drama, Romance",2 wins & 5 nominations.,45.0,"$118,683,135"
1286,The Fast and the Furious: Tokyo Drift,2006,"Action, Crime, Thriller",1 win & 4 nominations.,45.0,"$62,500,000"
1287,Quinceañera,2006,Drama,7 wins & 11 nominations.,72.0,"$1,540,873"
1288,The Bubble,2006,"Comedy, Drama, Romance",11 wins & 3 nominations.,61.0,$0
1289,Cars,2006,"Animation, Comedy, Family, Sport",Nominated for 2 Oscars. Another 27 wins & 28 nominations.,73.0,"$244,052,771"
1290,A Prairie Home Companion,2006,"Comedy, Drama, Music, Musical",5 wins & 21 nominations.,75.0,$0
1291,Scoop,2006,"Comedy, Crime, Mystery",1 nomination.,48.0,"$10,467,056"
1292,Nacho Libre,2006,"Comedy, Family, Sport",1 win & 11 nominations.,52.0,"$80,200,000"
1293,The Lake House,2006,"Drama, Fantasy, Romance",2 wins & 2 nominations.,52.0,"$52,300,000"
1294,My Super Ex-Girlfriend,2006,"Comedy, Romance, Sci-Fi",1 win & 1 nomination.,50.0,"$22,432,518"
1281,Peaceful Warrior,2006,"Drama, Romance, Sport",none,40.0,"$984,116"
1295,Pirates of the Caribbean: Dead Man's Chest,2006,"Action, Adventure, Fantasy",Won 1 Oscar. Another 42 wins & 53 nominations.,53.0,"$423,032,628"
1297,Krrish,2006,"Action, Adventure, Sci-Fi",9 wins & 12 nominations.,68.0,$0
1298,Wordplay,2006,Documentary,1 win & 7 nominations.,73.0,"$2,857,745"
1307,Lady in the Water,2006,"Drama, Fantasy, Mystery, Thriller",10 wins & 10 nominations.,36.0,"$42,219,433"
1299,Superman Returns,2006,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 12 wins & 40 nominations.,72.0,"$200,100,000"
1300,The Devil Wears Prada,2006,"Comedy, Drama",Nominated for 2 Oscars. Another 16 wins & 50 nominations.,62.0,"$124,700,000"
1301,Slither,2006,"Comedy, Horror, Sci-Fi",2 wins & 5 nominations.,69.0,"$7,774,730"
1303,Jindabyne,2006,"Crime, Drama, Mystery, Thriller",11 wins & 21 nominations.,65.0,"$224,114"
1304,Alex Rider: Operation Stormbreaker,2006,"Action, Adventure, Family, Thriller",3 nominations.,42.0,"$583,775"
1305,Monster House,2006,"Animation, Adventure, Comedy, Family, Fantasy, Mystery",Nominated for 1 Oscar. Another 4 wins & 22 nominations.,68.0,"$73,661,010"
1306,One to Another,2006,Drama,none,41.0,$0
1331,The Da Vinci Code,2006,"Mystery, Thriller",Nominated for 1 Golden Globe. Another 6 wins & 20 nominations.,46.0,"$217,536,138"
1309,Clerks II,2006,Comedy,3 wins & 3 nominations.,65.0,"$23,951,963"
1310,A Scanner Darkly,2006,"Animation, Crime, Drama, Mystery, Sci-Fi, Thriller",4 wins & 19 nominations.,73.0,"$5,281,537"
1302,"You, Me and Dupree",2006,"Comedy, Romance",2 wins & 2 nominations.,46.0,"$75,604,320"
1312,Marie Antoinette,2006,"Biography, Drama, History, Romance",Won 1 Oscar. Another 18 wins & 23 nominations.,65.0,"$15,962,471"
1313,X-Men: The Last Stand,2006,"Action, Adventure, Sci-Fi, Thriller",7 wins & 37 nominations.,58.0,"$234,300,000"
1311,Bon Cop Bad Cop,2006,"Action, Comedy, Crime, Thriller",7 wins & 22 nominations.,0.0,$0
1314,The Benchwarmers,2006,"Comedy, Sport",7 nominations.,25.0,"$57,651,794"
1316,The Sentinel,2006,"Action, Crime, Thriller",2 nominations.,49.0,"$36,226,144"
1317,Silent Hill,2006,Horror,8 nominations.,31.0,"$46,982,632"
1318,Stick It,2006,"Comedy, Drama, Sport",none,53.0,"$26,870,825"
1319,Over the Hedge,2006,"Animation, Adventure, Comedy, Family, Fantasy",6 wins & 20 nominations.,67.0,"$155,019,340"
1320,Valley of the Heart's Delight,2006,Drama,1 win.,0.0,$0
1321,Hatchet,2006,"Comedy, Horror",6 wins & 1 nomination.,57.0,$0
1322,Alone with Her,2006,"Crime, Drama, Thriller",none,65.0,$0
1323,Akeelah and the Bee,2006,"Drama, Family",12 wins & 14 nominations.,72.0,"$18,811,135"
1324,United 93,2006,"Drama, History, Thriller",Nominated for 2 Oscars. Another 28 wins & 54 nominations.,90.0,"$31,500,000"
1315,Scary Movie 4,2006,Comedy,1 win & 3 nominations.,40.0,"$90,672,025"
1326,In Her Line of Fire,2006,"Action, Drama",none,0.0,$0
1325,Driving Lessons,2006,"Comedy, Drama",3 wins & 2 nominations.,56.0,$0
1336,Poseidon,2006,"Action, Adventure, Drama, Thriller",Nominated for 1 Oscar. Another 6 nominations.,50.0,"$60,600,000"
1335,Keeping Up with the Steins,2006,Comedy,2 nominations.,57.0,"$4,288,416"
1334,Shortbus,2006,"Drama, Romance",7 wins & 6 nominations.,64.0,"$1,851,628"
1338,Southland Tales,2006,"Comedy, Drama, Mystery, Sci-Fi, Thriller",1 win & 2 nominations.,44.0,"$227,365"
1337,Just My Luck,2006,"Comedy, Fantasy, Romance",7 nominations.,29.0,"$17,229,124"
1332,The Pet,2006,"Drama, Thriller",none,0.0,$0
1330,The Wind that Shakes the Barley,2006,"Drama, War",6 wins & 23 nominations.,82.0,"$1,779,320"
1329,Mission: Impossible III,2006,"Action, Adventure, Thriller",7 wins & 14 nominations.,66.0,"$133,400,000"
1328,Severance,2006,"Comedy, Horror, Thriller",3 wins & 2 nominations.,62.0,"$66,719"
1327,Hoot,2006,"Adventure, Comedy, Family",1 win & 5 nominations.,46.0,"$8,080,116"
1333,"Paris, je t'aime",2006,"Comedy, Drama, Romance",3 wins & 1 nomination.,66.0,"$4,857,376"
1360,The Hunting Party,2007,"Adventure, Comedy, Drama, Romance, Thriller, War",none,54.0,"$796,001"
1340,Across the Universe,2007,"Drama, Fantasy, Musical, Romance",Nominated for 1 Oscar. Another 2 wins & 16 nominations.,56.0,"$24,343,673"
1341,Rendition,2007,"Drama, Thriller",1 win & 2 nominations.,55.0,"$9,664,316"
1342,The Brothers Solomon,2007,Comedy,1 win.,32.0,"$900,926"
1343,Elizabeth: The Golden Age,2007,"Biography, Drama, History, War",Won 1 Oscar. Another 5 wins & 29 nominations.,45.0,"$16,264,475"
1344,Into the Wild,2007,"Adventure, Biography, Drama",Nominated for 2 Oscars. Another 23 wins & 99 nominations.,73.0,"$18,173,360"
1345,All Hat,2007,Western,none,0.0,$0
1346,Married Life,2007,"Crime, Drama, Romance",2 nominations.,65.0,"$1,197,472"
1339,The Life Before Her Eyes,2007,"Drama, Fantasy, Mystery, Thriller",2 wins.,38.0,"$166,373"
1352,Good Luck Chuck,2007,"Comedy, Romance",1 win & 3 nominations.,19.0,"$35,000,629"
1349,Resident Evil: Extinction,2007,"Action, Horror, Sci-Fi, Thriller",2 wins & 1 nomination.,41.0,"$50,648,679"
1350,Mongol: The Rise of Genghis Khan,2007,"Action, Adventure, Biography, Drama, History, War",Nominated for 1 Oscar. Another 14 wins & 11 nominations.,74.0,"$5,600,000"
1351,Timecrimes,2007,"Horror, Mystery, Sci-Fi, Thriller",8 wins & 7 nominations.,68.0,$0
1353,Sydney White,2007,"Comedy, Drama, Romance",none,45.0,"$11,702,090"
1354,Things We Lost in the Fire,2007,Drama,4 wins & 1 nomination.,63.0,"$3,241,832"
1355,The Game Plan,2007,"Comedy, Family, Sport",3 nominations.,44.0,"$90,547,946"
1356,3:10 to Yuma,2007,"Action, Crime, Drama, Western",Nominated for 2 Oscars. Another 3 wins & 30 nominations.,76.0,"$53,574,088"
1357,Control,2007,"Biography, Drama, Music",Nominated for 1 BAFTA Film Award. Another 31 wins & 33 nominations.,78.0,"$900,000"
1434,1408,2007,"Drama, Horror",4 wins & 9 nominations.,64.0,"$71,912,310"
1348,Diary of the Dead,2007,"Fantasy, Horror, Sci-Fi, Thriller",1 win.,66.0,"$679,335"
1347,Paranormal Activity,2007,"Horror, Mystery, Thriller",3 wins & 12 nominations.,68.0,"$107,901,736"
1358,Slacker Uprising,2007,Documentary,none,0.0,$0
1374,Superbad,2007,Comedy,11 wins & 24 nominations.,76.0,"$121,463,226"
1383,Stardust,2007,"Adventure, Family, Fantasy, Romance",5 wins & 8 nominations.,66.0,"$38,226,458"
1384,I'm Not There,2007,"Biography, Drama, Music, Western",Nominated for 1 Oscar. Another 27 wins & 45 nominations.,73.0,"$4,000,000"
1364,No Reservations,2007,"Comedy, Drama, Romance",1 nomination.,50.0,"$43,100,000"
1365,The Simpsons Movie,2007,"Animation, Adventure, Comedy",Nominated for 1 Golden Globe. Another 5 wins & 33 nominations.,80.0,"$183,100,000"
1366,No End in Sight,2007,"Documentary, War",Nominated for 1 Oscar. Another 12 wins & 18 nominations.,89.0,"$1,250,100"
1367,Who's Your Caddy?,2007,"Comedy, Sport",1 win & 1 nomination.,18.0,"$5,501,498"
1368,The Bourne Ultimatum,2007,"Action, Mystery, Thriller",Won 3 Oscars. Another 26 wins & 39 nominations.,85.0,"$227,400,000"
1369,The Ten,2007,"Comedy, Romance",1 nomination.,50.0,"$546,961"
1370,"Gandhi, My Father",2007,"Biography, Drama, History",2 wins & 5 nominations.,57.0,"$174,425"
1371,Hot Rod,2007,Comedy,1 win & 1 nomination.,43.0,"$13,900,000"
1361,Rush Hour 3,2007,"Action, Comedy, Crime, Thriller",9 nominations.,44.0,"$140,080,850"
1362,In the Valley of Elah,2007,"Crime, Drama, Mystery, Thriller",Nominated for 1 Oscar. Another 2 wins & 17 nominations.,65.0,"$6,585,535"
1375,High School Musical 2,2007,"Comedy, Drama, Family, Music, Musical, Romance",Nominated for 2 Primetime Emmys. Another 4 wins & 7 nominations.,0.0,$0
1376,The Invasion,2007,"Sci-Fi, Thriller",1 win & 2 nominations.,45.0,"$15,100,000"
1377,The Kingdom,2007,"Action, Drama, Thriller",5 nominations.,56.0,"$47,456,450"
1378,"4 Months, 3 Weeks and 2 Days",2007,Drama,Nominated for 1 Golden Globe. Another 38 wins & 55 nominations.,97.0,"$1,200,000"
1379,War,2007,"Action, Crime, Thriller",none,36.0,$0
1380,The Orphanage,2007,"Drama, Horror, Mystery, Thriller",32 wins & 41 nominations.,74.0,"$6,905,218"
1381,Atonement,2007,"Drama, Mystery, Romance, War",Won 1 Oscar. Another 50 wins & 146 nominations.,85.0,"$50,830,581"
1382,Death Sentence,2007,"Action, Crime, Thriller",3 nominations.,36.0,"$9,479,756"
1373,Daddy Day Camp,2007,"Comedy, Family",1 win & 5 nominations.,13.0,"$13,155,823"
1372,The Assassination of Jesse James by the Coward Robert Ford,2007,"Biography, Crime, Drama, History, Western",Nominated for 2 Oscars. Another 25 wins & 65 nominations.,68.0,"$3,900,000"
1359,Eastern Promises,2007,"Crime, Drama, Thriller",Nominated for 1 Oscar. Another 28 wins & 70 nominations.,82.0,"$17,114,882"
1388,Juno,2007,"Comedy, Drama",Won 1 Oscar. Another 89 wins & 95 nominations.,81.0,"$143,380,890"
1412,Love in the Time of Cholera,2007,"Drama, Romance",Nominated for 1 Golden Globe. Another 3 nominations.,43.0,"$4,584,886"
1389,Timber Falls,2007,"Horror, Thriller",none,0.0,$0
1390,The Warlords,2007,"Action, Drama, History, Romance, War",17 wins & 24 nominations.,70.0,$0
1391,Alvin and the Chipmunks,2007,"Animation, Comedy, Family, Fantasy, Music",3 wins & 2 nominations.,39.0,"$217,172,612"
1392,I Am Legend,2007,"Drama, Horror, Sci-Fi, Thriller",9 wins & 22 nominations.,65.0,"$256,399,999"
1393,Arn: The Knight Templar,2007,"Action, Adventure, Drama, Romance, War",3 wins & 2 nominations.,0.0,$0
1395,Charlie Wilson's War,2007,"Biography, Comedy, Drama, History",Nominated for 1 Oscar. Another 5 wins & 22 nominations.,69.0,"$66,636,385"
1396,Blonde Ambition,2007,"Comedy, Romance",none,0.0,$0
1397,St. Trinian's,2007,"Comedy, Family",5 nominations.,39.0,$0
1394,Virgin Territory,2007,"Adventure, Comedy, History, Romance",none,0.0,$0
1409,My Name Is Bruce,2007,"Comedy, Fantasy, Horror",none,36.0,"$200,000"
1406,Hairspray,2007,"Comedy, Drama, Musical, Romance",Nominated for 3 Golden Globes. Another 21 wins & 40 nominations.,81.0,"$118,823,091"
1400,Aliens vs. Predator: Requiem,2007,"Action, Horror, Sci-Fi, Thriller",4 nominations.,29.0,"$41,668,854"
1401,The Great Debaters,2007,"Biography, Drama, Romance",Nominated for 1 Golden Globe. Another 11 wins & 9 nominations.,65.0,$0
