,Title,Year,Genre,Awards,Metascore,BoxOffice
2713,Philomena,2013,"Biography, Drama",Nominated for 4 Oscars. Another 32 wins & 76 nominations.,77.0,$0
2714,Echo Dr.,2013,"Action, Drama, Sci-Fi, Thriller",none,0.0,$0
2715,The Book Thief,2013,"Drama, War",Nominated for 1 Oscar. Another 8 wins & 14 nominations.,53.0,$0
2716,Dom Hemingway,2013,"Comedy, Crime, Drama",none,55.0,"$342,096"
2717,The Hunger Games: Catching Fire,2013,"Action, Adventure, Sci-Fi, Thriller",Nominated for 1 Golden Globe. Another 22 wins & 66 nominations.,76.0,"$336,663,349"
2718,The Best Man Holiday,2013,"Comedy, Drama",3 wins & 15 nominations.,59.0,$0
2719,Saving Mr. Banks,2013,"Biography, Comedy, Drama, Family, Music",Nominated for 1 Oscar. Another 13 wins & 72 nominations.,65.0,"$53,260,198"
2669,Against the Wild,2013,"Adventure, Family",2 wins & 2 nominations.,0.0,$0
2720,Faith Connections,2013,"Documentary, Biography, Drama",1 win.,0.0,$0
2697,The Adventurer: The Curse of the Midas Box,2013,"Adventure, Family, Fantasy",none,39.0,$0
2708,Ender's Game,2013,"Action, Adventure, Fantasy, Sci-Fi",1 win & 6 nominations.,51.0,"$61,656,849"
2721,The Christmas Candle,2013,"Drama, Family",none,33.0,"$2,209,479"
2650,The Canyons,2013,"Drama, Thriller",5 wins & 2 nominations.,36.0,"$31,317"
2723,Free Birds,2013,"Animation, Adventure, Comedy, Family, Sci-Fi",2 nominations.,38.0,"$46,667,023"
2726,The Conjuring,2013,"Horror, Mystery, Thriller",15 wins & 22 nominations.,68.0,"$137,387,272"
2727,Hard to Be a God,2013,"Drama, Sci-Fi",10 wins & 11 nominations.,90.0,$0
2728,Jack the Giant Slayer,2013,"Adventure, Fantasy",1 win & 4 nominations.,51.0,"$65,171,860"
2729,Along the Roadside,2013,"Comedy, Music, Romance",2 wins & 3 nominations.,0.0,$0
2731,The Last Exorcism Part II,2013,"Drama, Horror, Thriller",1 win & 2 nominations.,35.0,"$15,200,000"
2732,Roadside,2013,"Drama, Horror, Mystery",none,0.0,$0
2733,The Lost Medallion: The Adventures of Billy Stone,2013,"Adventure, Family, Fantasy",1 nomination.,0.0,$0
2734,Oz the Great and Powerful,2013,"Adventure, Family, Fantasy",5 wins & 31 nominations.,44.0,"$234,903,076"
2735,Cheap Thrills,2013,"Comedy, Crime, Drama, Horror, Thriller",9 wins & 8 nominations.,63.0,$0
2736,Dead Man Down,2013,"Action, Crime, Drama, Thriller",none,39.0,"$10,880,926"
2737,Out of Inferno,2013,Action,none,0.0,$0
2738,Enter the Dangerous Mind,2013,Thriller,1 nomination.,22.0,$0
2739,The Incredible Burt Wonderstone,2013,"Adventure, Comedy, Fantasy",1 win & 4 nominations.,44.0,"$22,525,921"
2740,The Call,2013,"Crime, Drama, Horror, Thriller",1 win & 11 nominations.,51.0,$0
2741,The Croods,2013,"Animation, Action, Adventure, Comedy, Family, Fantasy",Nominated for 1 Oscar. Another 5 wins & 44 nominations.,55.0,"$187,165,546"
2742,Olympus Has Fallen,2013,"Action, Thriller",1 win & 5 nominations.,41.0,"$98,600,000"
2743,Admission,2013,"Comedy, Drama, Romance",none,48.0,"$18,000,000"
2745,G.I. Joe: Retaliation,2013,"Action, Adventure, Sci-Fi, Thriller",1 win & 11 nominations.,41.0,"$122,512,052"
2746,Trance,2013,"Crime, Drama, Mystery, Thriller",3 wins & 3 nominations.,61.0,"$4,856,227"
2747,Adore,2013,"Drama, Romance",1 win & 4 nominations.,37.0,"$200,000"
2748,Before Midnight,2013,"Drama, Romance",Nominated for 1 Oscar. Another 21 wins & 59 nominations.,94.0,"$8,114,507"
2750,Snitch,2013,"Action, Drama, Thriller",1 nomination.,51.0,"$42,908,315"
2775,Safe Haven,2013,"Drama, Romance, Thriller",3 wins & 7 nominations.,34.0,"$71,100,000"
2776,Beautiful Creatures,2013,"Drama, Fantasy, Romance",9 nominations.,52.0,"$19,445,217"
2749,Evil Dead,2013,"Fantasy, Horror, Thriller",6 wins & 18 nominations.,57.0,"$54,200,000"
2763,Mama,2013,"Horror, Thriller",11 wins & 18 nominations.,57.0,"$71,588,220"
2730,Stoker,2013,"Drama, Thriller",4 wins & 45 nominations.,58.0,"$1,700,000"
2752,Les ténèbres révélées de Silent Hill révélation 3D,2013,Documentary,none,0.0,$0
2760,The Last Stand,2013,"Action, Thriller",1 win & 2 nominations.,54.0,"$12,000,000"
2759,A Haunted House,2013,"Comedy, Fantasy",1 win & 1 nomination.,20.0,"$32,536,865"
2758,RED 2,2013,"Action, Comedy, Crime, Thriller",3 nominations.,47.0,"$53,215,979"
2753,Dry Spell,2013,"Comedy, Romance",none,0.0,$0
2756,The Best Offer,2013,"Crime, Drama, Mystery, Romance",25 wins & 26 nominations.,49.0,"$85,433"
2755,Gangster Squad,2013,"Action, Crime, Drama, Thriller",5 nominations.,40.0,"$45,996,718"
2754,Texas Chainsaw 3D,2013,"Horror, Thriller",2 wins & 7 nominations.,0.0,"$34,334,256"
2761,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,Comedy,none,0.0,$0
2757,Movie 43,2013,"Comedy, Horror, Thriller",4 wins & 5 nominations.,18.0,"$8,700,000"
2762,Straight A's,2013,"Comedy, Drama",none,0.0,$0
2768,Warm Bodies,2013,"Comedy, Horror, Romance",1 win & 10 nominations.,60.0,"$65,000,000"
2764,Hansel & Gretel: Witch Hunters,2013,"Action, Fantasy, Horror",3 wins & 4 nominations.,23.0,"$55,000,000"
2765,Oblivion,2013,"Action, Adventure, Mystery, Sci-Fi",14 nominations.,54.0,"$89,021,735"
2766,Broken City,2013,"Crime, Drama, Thriller",none,49.0,"$19,600,000"
2767,Parker,2013,"Action, Crime, Thriller",1 nomination.,42.0,"$17,609,982"
2769,The Haunting in Connecticut 2: Ghosts of Georgia,2013,"Drama, Horror, Mystery, Thriller",none,26.0,$0
2770,UnDivided,2013,Documentary,none,0.0,$0
2771,A Good Day to Die Hard,2013,"Action, Thriller",4 wins & 7 nominations.,28.0,"$67,344,392"
2772,ABCD (Any Body Can Dance),2013,"Drama, Music",3 nominations.,0.0,"$221,908"
2773,Identity Thief,2013,"Adventure, Comedy, Crime, Drama",1 win & 9 nominations.,35.0,"$134,455,175"
2774,Side Effects,2013,"Crime, Drama, Mystery, Thriller",5 nominations.,75.0,"$32,154,410"
2751,Aroused,2013,Documentary,none,0.0,$0
2826,Only God Forgives,2013,"Crime, Drama",14 wins & 19 nominations.,37.0,"$700,000"
2725,Zombie Hunter,2013,"Action, Comedy, Horror",none,0.0,$0
2806,The Immigrant,2013,"Drama, Romance",15 wins & 30 nominations.,77.0,"$1,300,791"
2780,The Grandmaster,2013,"Action, Biography, Drama, Romance, War",Nominated for 2 Oscars. Another 53 wins & 51 nominations.,73.0,"$6,300,000"
2781,Open Road,2013,"Action, Drama, Thriller",1 win.,0.0,$0
2782,Stranded,2013,"Horror, Sci-Fi",none,27.0,$0
2783,This Is the End,2013,"Comedy, Fantasy",10 wins & 20 nominations.,67.0,"$96,200,000"
2784,Man of Steel,2013,"Action, Adventure, Fantasy, Sci-Fi",7 wins & 46 nominations.,55.0,"$291,021,565"
2785,Legends of Oz: Dorothy's Return,2013,"Animation, Adventure, Family, Fantasy, Musical",1 win & 5 nominations.,25.0,"$6,455,823"
2786,20 Feet from Stardom,2013,"Documentary, Music",Won 1 Oscar. Another 20 wins & 26 nominations.,83.0,$0
2787,The Frozen Ground,2013,"Crime, Drama, Mystery, Thriller",1 nomination.,37.0,"$89,515"
2788,Monsters University,2013,"Animation, Adventure, Comedy, Family, Fantasy",Nominated for 1 BAFTA Film Award. Another 9 wins & 56 nominations.,65.0,"$260,300,000"
2789,Despicable Me 2,2013,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",Nominated for 2 Oscars. Another 12 wins & 65 nominations.,62.0,"$368,049,635"
2791,The Heat,2013,"Action, Comedy, Crime",7 wins & 16 nominations.,60.0,"$158,300,000"
2792,White House Down,2013,"Action, Drama, Thriller",3 wins & 9 nominations.,52.0,"$73,103,784"
2793,The Internship,2013,Comedy,2 nominations.,42.0,"$44,400,000"
2794,This Is Martin Bonner,2013,Drama,8 wins & 4 nominations.,71.0,$0
2795,The Lone Ranger,2013,"Action, Adventure, Western",Nominated for 2 Oscars. Another 4 wins & 17 nominations.,37.0,"$89,289,910"
2796,Kevin Hart: Let Me Explain,2013,"Documentary, Comedy",1 win & 1 nomination.,53.0,"$32,200,000"
2797,Coffee Town,2013,Comedy,none,0.0,$0
2798,Sharknado,2013,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",1 win & 2 nominations.,0.0,$0
2799,Turbo,2013,"Animation, Adventure, Comedy, Family, Sci-Fi, Sport",1 win & 13 nominations.,58.0,"$81,100,000"
2800,Pacific Rim,2013,"Action, Adventure, Sci-Fi",Nominated for 1 BAFTA Film Award. Another 6 wins & 47 nominations.,65.0,"$101,785,482"
2801,42,2013,"Biography, Drama, Sport",3 wins & 18 nominations.,62.0,"$95,001,343"
2778,"Batman: The Dark Knight Returns, Part 2",2013,"Animation, Action, Adventure, Crime, Drama, Horror, Sci-Fi, Thriller",1 win & 1 nomination.,0.0,$0
2803,Grown Ups 2,2013,Comedy,5 wins & 15 nominations.,19.0,"$127,400,000"
2779,Scary Movie 5,2013,Comedy,5 nominations.,11.0,"$32,014,289"
2802,The World's End,2013,"Action, Comedy, Sci-Fi",5 wins & 22 nominations.,81.0,"$33,408,732"
2790,Independence Daysaster,2013,"Action, Adventure, Sci-Fi, Thriller",none,0.0,$0
2814,Bending Steel,2013,Documentary,8 wins & 9 nominations.,0.0,$0
2808,World War Z,2013,"Action, Adventure, Horror, Sci-Fi, Thriller",3 wins & 24 nominations.,63.0,"$202,351,611"
2804,Khumba,2013,"Animation, Adventure, Family",3 nominations.,40.0,"$90,465"
2809,Yeh Jawaani Hai Deewani,2013,"Comedy, Drama, Musical, Romance",22 wins & 92 nominations.,0.0,"$3,688,635"
2810,Iron Man 3,2013,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 17 wins & 61 nominations.,62.0,"$408,992,272"
2811,Pain & Gain,2013,"Action, Comedy, Crime, Drama, Thriller",4 nominations.,45.0,"$49,300,000"
2812,Her Cry: La Llorona Investigation,2013,Horror,1 win.,0.0,$0
2813,Home Run,2013,"Drama, Sport",none,0.0,"$2,859,955"
2815,"Cinco de Mayo, La Batalla",2013,"Drama, History, War",3 wins & 1 nomination.,0.0,$0
2816,Star Trek Into Darkness,2013,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 6 wins & 56 nominations.,72.0,"$228,756,232"
2817,Peeples,2013,"Comedy, Romance",7 nominations.,52.0,"$9,123,834"
2819,Epic,2013,"Animation, Adventure, Family, Fantasy",2 wins & 21 nominations.,52.0,"$107,515,297"
2818,The Great Gatsby,2013,"Drama, Romance",Won 2 Oscars. Another 47 wins & 83 nominations.,55.0,"$144,812,796"
2820,Treachery,2013,"Drama, Thriller",2 wins & 2 nominations.,0.0,$0
2777,Escape from Planet Earth,2013,"Animation, Adventure, Comedy, Family, Sci-Fi",1 win.,35.0,"$54,700,000"
2805,Kick-Ass 2,2013,"Action, Comedy, Crime",1 win & 7 nominations.,41.0,"$28,800,000"
2828,After Earth,2013,"Action, Adventure, Sci-Fi",3 wins & 8 nominations.,33.0,"$60,522,097"
2827,The Purge,2013,"Horror, Thriller",1 win & 6 nominations.,41.0,"$64,400,000"
2724,R.I.P.D.,2013,"Action, Adventure, Comedy, Fantasy, Sci-Fi",none,25.0,"$33,500,000"
2824,The Vatican Exorcisms,2013,Horror,none,0.0,$0
2825,The East,2013,"Adventure, Drama, Thriller",1 win & 7 nominations.,68.0,"$1,600,000"
2823,Now You See Me,2013,"Crime, Mystery, Thriller",1 win & 3 nominations.,50.0,"$117,698,894"
2822,The Great Beauty,2013,Drama,Won 1 Oscar. Another 55 wins & 76 nominations.,86.0,$0
2821,The Big Wedding,2013,"Comedy, Drama, Romance",2 nominations.,28.0,"$21,500,000"
2807,The Way Way Back,2013,"Comedy, Drama",5 wins & 30 nominations.,68.0,"$21,501,098"
2838,American Heist,2014,"Action, Crime, Drama, Thriller",none,23.0,$0
2836,The Boxtrolls,2014,"Animation, Adventure, Comedy, Family, Fantasy",Nominated for 1 Oscar. Another 8 wins & 59 nominations.,61.0,"$52,098,992"
2834,Not Cool,2014,"Comedy, Drama, Romance",none,1.0,$0
2833,This Is Where I Leave You,2014,"Comedy, Drama",1 nomination.,44.0,"$26,730,317"
2835,No Good Deed,2014,"Crime, Drama, Thriller",2 wins & 2 nominations.,26.0,"$42,428,931"
2853,Bang Bang Baby,2014,"Drama, Fantasy, Musical, Romance, Sci-Fi",3 wins & 2 nominations.,0.0,$0
2831,A Walk Among the Tombstones,2014,"Crime, Drama, Mystery, Thriller",1 nomination.,57.0,$0
2830,Tusk,2014,"Comedy, Drama, Horror",2 wins & 7 nominations.,55.0,$0
2829,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,"Comedy, Family",1 win & 8 nominations.,54.0,"$56,752,482"
2839,The Equalizer,2014,"Action, Crime, Thriller",1 win & 9 nominations.,57.0,"$85,212,969"
2944,Exodus: Gods and Kings,2014,"Action, Adventure, Drama, Fantasy",5 nominations.,52.0,$0
2832,Dolphin Tale 2,2014,"Drama, Family",3 nominations.,58.0,$0
2840,Gone Girl,2014,"Drama, Mystery, Thriller",Nominated for 1 Oscar. Another 65 wins & 177 nominations.,79.0,$0
2851,Kill the Messenger,2014,"Biography, Crime, Drama, Mystery, Thriller",3 wins & 6 nominations.,60.0,"$2,445,646"
2842,Trash,2014,"Adventure, Crime, Drama, Mystery, Thriller",Nominated for 1 BAFTA Film Award. Another 2 wins & 4 nominations.,50.0,"$10,230"
2843,Left Behind,2014,"Action, Drama, Fantasy, Mystery, Thriller",4 nominations.,12.0,"$10,649,893"
2844,The Book of Life,2014,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",Nominated for 1 Golden Globe. Another 3 wins & 28 nominations.,67.0,$0
2845,Annabelle,2014,"Horror, Mystery, Thriller",3 wins & 7 nominations.,37.0,$0
2846,Hidden Away,2014,"Drama, Romance",4 nominations.,0.0,$0
2847,St. Vincent,2014,"Comedy, Drama",Nominated for 2 Golden Globes. Another 6 wins & 21 nominations.,64.0,"$33,454,313"
2848,Automata,2014,"Action, Sci-Fi, Thriller",6 nominations.,37.0,$0
2849,The Judge,2014,"Crime, Drama",Nominated for 1 Oscar. Another 3 wins & 8 nominations.,48.0,"$35,631,470"
2850,The Maze Runner,2014,"Action, Mystery, Sci-Fi, Thriller",4 wins & 11 nominations.,57.0,"$98,537,272"
2852,Mutant World,2014,Sci-Fi,2 wins & 1 nomination.,0.0,$0
2854,Guardians of the Galaxy,2014,"Action, Adventure, Comedy, Sci-Fi",Nominated for 2 Oscars. Another 52 wins & 99 nominations.,76.0,"$270,592,504"
2841,Dracula Untold,2014,"Action, Drama, Fantasy, Horror, War",3 wins & 5 nominations.,40.0,$0
2856,Into the Storm,2014,"Action, Thriller",2 wins & 1 nomination.,44.0,"$40,613,055"
2911,A Lego Brickumentary,2014,Documentary,1 nomination.,51.0,$0
2857,The Town That Dreaded Sundown,2014,"Horror, Mystery, Thriller",2 wins & 1 nomination.,47.0,$0
2855,The Face of an Angel,2014,"Crime, Drama",1 nomination.,37.0,$0
2858,The Hundred-Foot Journey,2014,"Comedy, Drama",Nominated for 1 Golden Globe. Another 2 wins & 3 nominations.,55.0,"$46,214,579"
2859,The Calling,2014,"Drama, Thriller",4 nominations.,46.0,$0
2860,Teenage Mutant Ninja Turtles,2014,"Action, Adventure, Comedy, Sci-Fi",1 win & 10 nominations.,31.0,"$163,911,409"
2861,Addicted,2014,"Drama, Thriller",none,32.0,"$17,382,982"
2862,The Expendables 3,2014,"Action, Adventure, Thriller",2 wins & 5 nominations.,35.0,"$34,742,878"
2863,The Giver,2014,"Drama, Romance, Sci-Fi",2 wins & 6 nominations.,47.0,"$33,480,518"
2864,Get on Up,2014,"Biography, Drama, Music",6 wins & 16 nominations.,71.0,"$22,838,662"
2865,Let's Be Cops,2014,"Comedy, Crime",2 nominations.,30.0,$0
2866,"As Above, So Below",2014,"Horror, Mystery, Thriller",1 win & 6 nominations.,38.0,$0
2867,Sin City: A Dame to Kill For,2014,"Crime, Thriller",3 wins & 6 nominations.,46.0,"$11,064,709"
2868,If I Stay,2014,"Drama, Fantasy, Music, Romance",3 wins & 1 nomination.,46.0,$0
2883,Miss Julie,2014,"Drama, Romance",1 win & 7 nominations.,56.0,$0
2869,Freedom,2014,"Drama, Music",none,30.0,"$124,356"
2871,The Prince,2014,"Action, Thriller",1 nomination.,19.0,$0
2872,Queen of the Mountains,2014,"Action, Biography, Drama",6 wins & 1 nomination.,0.0,$0
2873,Out of the Dark,2014,"Horror, Thriller",none,33.0,$0
2874,The November Man,2014,"Action, Crime, Thriller",none,38.0,$0
2875,H.,2014,"Drama, Sci-Fi, Thriller",3 wins & 9 nominations.,0.0,$0
2876,Wolves,2014,"Action, Fantasy, Horror, Thriller",none,37.0,$0
2877,Far from Men,2014,"Drama, War, Western",9 wins & 6 nominations.,74.0,$0
2878,Before I Go to Sleep,2014,"Drama, Horror, Mystery, Thriller",none,41.0,$0
2879,Housebound,2014,"Comedy, Horror, Mystery",5 wins & 22 nominations.,76.0,$0
2880,Stories of Our Lives,2014,Drama,3 wins & 2 nominations.,0.0,$0
2881,Falcon Rising,2014,"Action, Adventure",none,49.0,$0
2882,Black or White,2014,Drama,2 wins & 2 nominations.,45.0,"$15,504,419"
2870,When the Game Stands Tall,2014,"Drama, Family, Sport",none,41.0,$0
2884,Jungle Shuffle,2014,"Animation, Adventure",none,0.0,$0
2904,While We're Young,2014,"Comedy, Drama, Mystery",1 win & 2 nominations.,77.0,"$7,008,208"
2886,Escobar: Paradise Lost,2014,"Crime, Drama, History, Romance, Thriller",1 nomination.,56.0,$0
2914,The Hobbit: The Battle of the Five Armies,2014,"Adventure, Fantasy",Nominated for 1 Oscar. Another 7 wins & 51 nominations.,59.0,"$187,747,747"
2888,Seventh Son,2014,"Action, Adventure, Fantasy",2 wins & 1 nomination.,30.0,"$14,945,592"
2889,Top Five,2014,"Comedy, Romance",7 wins & 19 nominations.,81.0,"$17,002,433"
2890,Taken 3,2014,"Action, Thriller",3 wins & 2 nominations.,26.0,$0
2892,Let's Kill Ward's Wife,2014,"Comedy, Crime",none,21.0,$0
2893,Big Eyes,2014,"Biography, Crime, Drama, Romance",Won 1 Golden Globe. Another 2 wins & 18 nominations.,62.0,"$8,021,168"
2894,The Interview,2014,Comedy,1 win & 6 nominations.,52.0,"$4,551,688"
2895,The Water Diviner,2014,"Drama, History, War",14 wins & 13 nominations.,50.0,$0
2896,Unbroken,2014,"Biography, Drama, Sport, War",Nominated for 3 Oscars. Another 14 wins & 29 nominations.,59.0,"$70,500,647"
2897,Inherent Vice,2014,"Comedy, Crime, Drama, Mystery, Romance",Nominated for 2 Oscars. Another 16 wins & 93 nominations.,81.0,"$6,100,613"
2898,Into the Woods,2014,"Adventure, Comedy, Drama, Fantasy, Musical",Nominated for 3 Oscars. Another 11 wins & 71 nominations.,69.0,"$89,789,227"
2899,The Gambler,2014,"Crime, Drama, Thriller",1 win & 3 nominations.,55.0,"$18,884,667"
2891,Night at the Museum: Secret of the Tomb,2014,"Adventure, Comedy, Family, Fantasy",1 win & 4 nominations.,47.0,"$81,522,782"
2901,Ex Machina,2014,"Drama, Mystery, Sci-Fi, Thriller",Won 1 Oscar. Another 70 wins & 153 nominations.,78.0,"$19,012,798"
2900,A Most Violent Year,2014,"Crime, Drama, Thriller",Nominated for 1 Golden Globe. Another 15 wins & 50 nominations.,79.0,$0
2910,The Algerian,2014,"Action, Romance, Thriller",5 wins.,0.0,$0
2909,Amnesiac,2014,"Drama, Horror, Mystery, Thriller",none,33.0,$0
2907,The Sisterhood of Night,2014,"Drama, Mystery, Thriller",2 wins & 4 nominations.,60.0,$0
2906,Listening,2014,"Drama, Sci-Fi, Thriller",2 wins & 4 nominations.,35.0,$0
2908,Unsullied,2014,"Action, Horror, Thriller",none,42.0,"$8,220"
2912,Unfriended,2014,"Drama, Horror, Mystery, Thriller",3 wins & 6 nominations.,59.0,"$31,354,666"
2903,Highway,2014,"Crime, Drama, Romance",4 wins & 11 nominations.,40.0,$0
2902,It Follows,2014,"Horror, Mystery",24 wins & 41 nominations.,83.0,"$10,705,259"
2905,Good Kill,2014,"Drama, Thriller, War",1 nomination.,63.0,$0
2943,Amidst the Devil's Wings,2014,"Action, Crime, Drama",none,0.0,$0
2887,American Sniper,2014,"Action, Biography, Drama, War",Won 1 Oscar. Another 23 wins & 42 nominations.,72.0,"$274,377,268"
2913,Tiger Orange,2014,Drama,1 win & 1 nomination.,0.0,$0
2936,Top Spin,2014,Documentary,2 wins & 3 nominations.,81.0,"$5,858"
2915,Whiplash,2014,"Drama, Music",Won 3 Oscars. Another 89 wins & 136 nominations.,88.0,$0
2917,Dying of the Light,2014,"Drama, Thriller",none,31.0,$0
2918,Fury,2014,"Action, Drama, War",5 wins & 23 nominations.,64.0,"$72,609,225"
2919,The Best of Me,2014,"Drama, Romance",none,29.0,"$21,984,384"
2920,Rudderless,2014,"Comedy, Drama, Music",1 win & 1 nomination.,52.0,"$56,001"
2921,The Sound and the Shadow,2014,"Comedy, Mystery, Thriller",none,0.0,$0
2922,American Beast,2014,"Action, Comedy, Horror, Mystery, Thriller",1 win.,0.0,$0
2923,Nightcrawler,2014,"Crime, Drama, Thriller",Nominated for 1 Oscar. Another 43 wins & 120 nominations.,76.0,$0
2924,Big Hero 6,2014,"Animation, Action, Adventure, Comedy, Drama, Family, Sci-Fi",Won 1 Oscar. Another 16 wins & 57 nominations.,74.0,$0
2925,Ouija,2014,"Horror, Thriller",1 win.,38.0,"$43,513,891"
2926,The Hadza: Last of the First,2014,Documentary,none,0.0,$0
2927,Kung Fu Jungle,2014,"Action, Drama",3 wins & 12 nominations.,66.0,"$88,024"
2928,Mr. Turner,2014,"Biography, Drama, History",Nominated for 4 Oscars. Another 19 wins & 62 nominations.,94.0,$0
2837,Beyond the Lights,2014,"Drama, Music, Romance",Nominated for 1 Oscar. Another 4 wins & 24 nominations.,73.0,"$14,617,945"
2929,Fear Clinic,2014,Horror,1 nomination.,0.0,$0
2931,Interstellar,2014,"Adventure, Drama, Sci-Fi",Won 1 Oscar. Another 43 wins & 143 nominations.,74.0,"$158,737,441"
2932,Rosewater,2014,"Biography, Drama",1 win & 1 nomination.,67.0,$0
2933,Skin Trade,2014,"Action, Crime, Thriller",none,39.0,"$1,242"
2934,Dumb and Dumber To,2014,"Adventure, Comedy",1 win & 7 nominations.,36.0,$0
2935,The Imitation Game,2014,"Biography, Drama, Thriller, War",Won 1 Oscar. Another 46 wins & 155 nominations.,73.0,$0
2937,The Hunger Games: Mockingjay - Part 1,2014,"Action, Adventure, Sci-Fi, Thriller",Nominated for 1 Golden Globe. Another 21 wins & 31 nominations.,64.0,"$295,457,212"
2938,Rise of the Entrepreneur: The Search for a Better Way,2014,Documentary,none,0.0,$0
2940,Horrible Bosses 2,2014,"Comedy, Crime",1 win & 3 nominations.,40.0,"$39,939,072"
2941,The Theory of Everything,2014,"Biography, Drama, Romance",Won 1 Oscar. Another 24 wins & 121 nominations.,72.0,"$35,887,263"
2942,Paddington,2014,"Adventure, Comedy, Family, Fantasy",Nominated for 1 BAFTA Film Award. Another 2 wins & 6 nominations.,77.0,"$85,879,985"
2885,Selma,2014,"Biography, Drama, History",Won 1 Oscar. Another 58 wins & 88 nominations.,88.0,$0
2916,Wild,2014,"Adventure, Biography, Drama",Nominated for 2 Oscars. Another 11 wins & 65 nominations.,76.0,"$24,673,716"
2930,The Last Five Years,2014,"Comedy, Drama, Musical, Romance",1 win & 1 nomination.,60.0,$0
2939,Penguins of Madagascar,2014,"Animation, Adventure, Comedy, Family, Sci-Fi",1 win & 7 nominations.,53.0,"$70,727,688"
3027,Deliver Us from Evil,2014,"Horror, Mystery, Thriller",2 wins & 4 nominations.,40.0,"$18,871,466"
3018,Think Like a Man Too,2014,"Comedy, Romance",2 wins & 4 nominations.,38.0,$0
3001,That Awkward Moment,2014,"Comedy, Romance",1 win & 2 nominations.,36.0,"$23,264,422"
2947,Perfect Cowboy,2014,Drama,none,0.0,$0
2948,I Origins,2014,"Drama, Romance, Sci-Fi",2 wins & 3 nominations.,57.0,$0
2949,3 Days to Kill,2014,"Action, Drama, Thriller",none,40.0,$0
2950,About Last Night,2014,"Comedy, Romance",1 nomination.,62.0,"$39,477,140"
2951,Pompeii,2014,"Action, Adventure, Drama, History, Romance",9 wins & 4 nominations.,39.0,"$19,919,371"
2952,The Grand Budapest Hotel,2014,"Adventure, Comedy, Crime, Drama",Won 4 Oscars. Another 127 wins & 218 nominations.,88.0,"$56,939,515"
2953,The Perfect Wave,2014,"Adventure, Biography, Drama, Romance",none,0.0,$0
2954,Son of God,2014,"Biography, Drama, History",2 wins & 1 nomination.,37.0,"$46,305,287"
2955,Wicked Blood,2014,"Action, Crime, Drama, Thriller",1 nomination.,0.0,$0
2956,300: Rise of an Empire,2014,"Action, Fantasy, War",1 win & 6 nominations.,48.0,"$91,024,535"
2957,Born to Fly: Elizabeth Streb vs. Gravity,2014,"Documentary, Action, Biography",2 wins & 8 nominations.,78.0,"$21,199"
2973,Draft Day,2014,"Drama, Sport",1 nomination.,54.0,"$21,105,891"
2958,Love in the Time of Monsters,2014,"Comedy, Horror",none,0.0,$0
2960,Red Sky,2014,"Action, Thriller",2 nominations.,0.0,$0
2961,Need for Speed,2014,"Action, Crime, Thriller",1 win & 2 nominations.,39.0,"$40,138,026"
2962,Divergent,2014,"Action, Adventure, Mystery, Sci-Fi",7 wins & 11 nominations.,48.0,"$129,520,735"
2963,The Signal,2014,"Sci-Fi, Thriller",1 win & 3 nominations.,54.0,"$402,321"
2964,Rio 2,2014,"Animation, Adventure, Comedy, Family, Musical",1 win & 22 nominations.,49.0,"$113,691,800"
2965,Muppets Most Wanted,2014,"Adventure, Comedy, Crime, Family, Musical, Mystery",3 wins & 11 nominations.,61.0,"$46,429,909"
2966,Noah,2014,"Action, Adventure, Drama",Nominated for 1 Golden Globe. Another 1 win & 18 nominations.,68.0,"$101,160,529"
2967,Captain America: The Winter Soldier,2014,"Action, Adventure, Sci-Fi, Thriller",Nominated for 1 Oscar. Another 5 wins & 50 nominations.,70.0,"$228,636,083"
2968,Moms' Night Out,2014,Comedy,none,25.0,$0
2969,Sabotage,2014,"Action, Crime, Drama, Thriller",2 wins & 5 nominations.,41.0,"$8,125,131"
2970,Locker 13,2014,Thriller,none,22.0,$0
2972,Dawn of the Crescent Moon,2014,"Drama, Sci-Fi, Thriller",4 wins & 3 nominations.,0.0,$0
2971,Something Wicked,2014,"Drama, Horror, Mystery",none,0.0,$0
3060,The Blue Room,2014,"Crime, Romance, Thriller",1 win & 4 nominations.,73.0,$0
2988,The Legend of Hercules,2014,"Action, Adventure, Fantasy",1 win & 7 nominations.,22.0,"$14,739,982"
2945,Still Alice,2014,Drama,Won 1 Oscar. Another 30 wins & 32 nominations.,72.0,$0
2985,Paranormal Activity: The Marked Ones,2014,"Horror, Mystery, Thriller",3 nominations.,42.0,"$28,605,090"
2984,Light from the Darkroom,2014,"Action, Drama, Thriller",none,0.0,$0
2982,Closer to the Moon,2014,"Comedy, Drama",9 wins & 3 nominations.,47.0,$0
2981,The Image Revolution,2014,"Documentary, Biography",none,0.0,$0
2983,Born of War,2014,"Action, Drama, Thriller, War",none,0.0,$0
3000,Non-Stop,2014,"Action, Mystery, Thriller",1 nomination.,56.0,"$80,432,029"
